node_id,id,label,type,tair_id,symbol,mean_log2fc,fisher_pval,fisher_fdr,n_studies,consensus,direction,color,size,ontology,go_id,term,pathway_id,full_name,trait_name,n_genes,ecotype_name,n_deg
AT5G55620,AT5G55620,AT5G55620,Gene,AT5G55620,,0.47610515239164,4.50653241493694e-62,7.46548161084079e-61,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT4G39120,AT4G39120,IMPL2,Gene,AT4G39120,IMPL2,-0.0130300836944109,1.18736780874553e-05,3.96305959110623e-05,18.0,False,downregulated,#0279EE,35,,,,,,,,,
7975,7975,7975,Gene,7975,,0.395349749329135,0.0021424216117641,0.0058446162455807,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G22550,AT5G22550,AT5G22550,Gene,AT5G22550,,0.0121123527030841,1.08711246706271e-16,6.05778657429908e-16,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT5G12840,AT5G12840,NFYA1,Gene,AT5G12840,NFYA1,0.0792500506378402,2.78034500413177e-56,4.07980452528819e-55,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT1G12200,AT1G12200,FMO,Gene,AT1G12200,FMO,0.144856548437288,6.900129364243671e-25,4.98501690052353e-24,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G35950,AT2G35950,EDA12,Gene,AT2G35950,EDA12,0.539314966228814,0.002114077667199,0.0057712363247054,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT3G02380,AT3G02380,COL2,Gene,AT3G02380,COL2,-0.292536901710491,5.345577953141739e-30,4.44901926468906e-29,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT5G28646,AT5G28646,WVD2,Gene,AT5G28646,WVD2,0.0121250765780842,2.44961503263066e-08,9.61196566179512e-08,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT5G02610,AT5G02610,uL29w,Gene,AT5G02610,uL29w,0.153948144123938,1.45088744166414e-53,2.01289786446967e-52,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT3G61460,AT3G61460,BRH1,Gene,AT3G61460,BRH1,-0.0192206164234809,7.899405443129081e-20,4.8784750345531e-19,18.0,False,downregulated,#0279EE,29,,,,,,,,,
AT2G45740,AT2G45740,PEX11D,Gene,AT2G45740,PEX11D,-0.114260421125094,2.20164386917621e-50,2.8761016474733098e-49,18.0,False,downregulated,#0279EE,29,,,,,,,,,
AT5G43990,AT5G43990,SUVR2,Gene,AT5G43990,SUVR2,0.324401001645085,4.6573633203457e-104,1.6147081742769699e-102,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT4G40090,AT4G40090,AGP3,Gene,AT4G40090,AGP3,0.0706902205595382,3.1804063134733104e-09,1.30260628216207e-08,17.0,False,upregulated,#0279EE,19,,,,,,,,,
AT3G15400,AT3G15400,ATA20,Gene,AT3G15400,ATA20,0.193724833149321,9.83487725877754e-05,0.0003064049250302,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT3G24200,AT3G24200,COQ6,Gene,AT3G24200,COQ6,0.0401989998269801,2.688520990335e-07,9.93498952790152e-07,18.0,False,upregulated,#0279EE,31,,,,,,,,,
AT1G28100,AT1G28100,AT1G28100,Gene,AT1G28100,,0.0165915266608462,2.70045325495643e-80,6.19885999051276e-79,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G54380,AT5G54380,THE1,Gene,AT5G54380,THE1,0.156313218326976,1.43377723179067e-201,2.18866094432846e-199,18.0,False,upregulated,#0279EE,35,,,,,,,,,
AT5G65740,AT5G65740,FANCL,Gene,AT5G65740,FANCL,0.19840938286417,7.62766739135862e-43,8.550400977946079e-42,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G77110,AT1G77110,PIN6,Gene,AT1G77110,PIN6,-0.110451094295503,1.3553914459505602e-19,8.29651744737352e-19,17.0,False,downregulated,#0279EE,35,,,,,,,,,
AT2G14110,AT2G14110,AT2G14110,Gene,AT2G14110,,-0.129635464608087,0.0008301959864562,0.0023729486668721,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT3G56800,AT3G56800,CAM3,Gene,AT3G56800,CAM3,-0.147337201535589,2.08608710905249e-17,1.19030350755204e-16,18.0,True,downregulated,#0279EE,33,,,,,,,,,
AT1G16840,AT1G16840,AT1G16840,Gene,AT1G16840,,-0.0464996935814067,3.54638435693265e-44,4.07304479993719e-43,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT5G46530,AT5G46530,AT5G46530,Gene,AT5G46530,,0.220125552094799,2.63541255866106e-07,9.74289815564269e-07,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G54870,AT5G54870,AT5G54870,Gene,AT5G54870,,-0.110747379957146,4.6226567375381395e-57,6.88635210490721e-56,18.0,False,downregulated,#0279EE,17,,,,,,,,,
14451,14451,14451,Gene,14451,,-0.0941318551523875,0.0175866141895182,0.0414948794403867,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT4G17510,AT4G17510,UCH3,Gene,AT4G17510,UCH3,0.0502434688851264,0.0150190912717551,0.0359467768547549,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT2G30240,AT2G30240,CHX13,Gene,AT2G30240,CHX13,-0.155423403064513,6.81441446607588e-05,0.0002151438196993,10.0,False,downregulated,#0279EE,31,,,,,,,,,
ATMG00270,ATMG00270,NAD6,Gene,ATMG00270,NAD6,-0.352179061279643,2.70091629824186e-05,8.78322410996558e-05,12.0,True,downregulated,#0279EE,23,,,,,,,,,
AT2G33370,AT2G33370,uL14z,Gene,AT2G33370,uL14z,0.125290447539148,1.8068941604117203e-46,2.18346015877832e-45,18.0,False,upregulated,#0279EE,27,,,,,,,,,
10096,10096,10096,Gene,10096,,-0.0455009055421281,0.0055841691585043,0.0143640761012805,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT1G22770,AT1G22770,GI,Gene,AT1G22770,GI,0.0306140498927816,1.1442629752351798e-103,3.94607260316818e-102,18.0,False,upregulated,#0279EE,43,,,,,,,,,
AT3G12977,AT3G12977,NAC1L,Gene,AT3G12977,NAC1L,-0.155378856545234,6.396748265741221e-67,1.16042513715566e-65,18.0,False,downregulated,#0279EE,23,,,,,,,,,
17369,17369,17369,Gene,17369,,0.184094994168305,0.0180866668031224,0.0425856777094251,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT1G23280,AT1G23280,AT1G23280,Gene,AT1G23280,,0.17842639547397,9.79544613628009e-25,7.03269400911707e-24,18.0,False,upregulated,#0279EE,25,,,,,,,,,
17465,17465,17465,Gene,17465,,-0.0740127782022793,0.0021881379646053,0.0059633768379006,4.0,False,downregulated,#0279EE,15,,,,,,,,,
16157,16157,16157,Gene,16157,,0.180769157817238,0.007974713834408,0.0200453129949444,4.0,False,upregulated,#0279EE,15,,,,,,,,,
2271,2271,2271,Gene,2271,,0.2698134775102,0.0005106390262233,0.0014914280303891,4.0,False,upregulated,#0279EE,15,,,,,,,,,
3559,3559,3559,Gene,3559,,-0.139517066723349,0.009161147519105,0.0228194220328496,4.0,True,downregulated,#0279EE,17,,,,,,,,,
AT5G06800,AT5G06800,AT5G06800,Gene,AT5G06800,,-0.167811536809671,1.53109433352398e-24,1.09426228317582e-23,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G17810,AT1G17810,TIP3;2,Gene,AT1G17810,TIP3;2,2.56277998307379,0.0,0.0,13.0,False,upregulated,#0279EE,23,,,,,,,,,
AT2G26300,AT2G26300,GPA1,Gene,AT2G26300,GPA1,0.0753222542859831,2.45463591927135e-10,1.06006039978451e-09,18.0,False,upregulated,#0279EE,50,,,,,,,,,
AT5G48010,AT5G48010,THAS1,Gene,AT5G48010,THAS1,-0.0180310861223658,1.1671435586389299e-28,9.34957830481854e-28,17.0,False,downregulated,#0279EE,31,,,,,,,,,
AT2G20450,AT2G20450,eL14z,Gene,AT2G20450,eL14z,0.140914939093184,2.87639793240184e-88,7.60509063115577e-87,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT2G03810,AT2G03810,AT2G03810,Gene,AT2G03810,,-0.204667431530465,1.72046034999523e-10,7.4804065196534e-10,18.0,True,downregulated,#0279EE,21,,,,,,,,,
AT5G39960,AT5G39960,EngA-2,Gene,AT5G39960,EngA-2,0.167393731895768,1.16568243679543e-18,6.9253759331638895e-18,18.0,False,upregulated,#0279EE,19,,,,,,,,,
18614,18614,18614,Gene,18614,,0.460192406032818,0.0104390697338761,0.0257287548433578,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT1G28570,AT1G28570,AT1G28570,Gene,AT1G28570,,-0.219366782934024,3.10918110006446e-30,2.60063832835529e-29,18.0,False,downregulated,#0279EE,17,,,,,,,,,
10352,10352,10352,Gene,10352,,0.563148897336418,0.0049227675404315,0.012770996606815,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT2G37270,AT2G37270,uS7z,Gene,AT2G37270,uS7z,0.162840723602752,2.76639487186595e-52,3.75860367132761e-51,18.0,False,upregulated,#0279EE,39,,,,,,,,,
AT4G28660,AT4G28660,PSB28,Gene,AT4G28660,PSB28,-0.0943217267405667,5.80006081534512e-226,1.22868961786623e-223,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT4G34290,AT4G34290,SWIB3,Gene,AT4G34290,SWIB3,0.220036333909254,3.75799365303825e-63,6.37189247260171e-62,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G18600,AT5G18600,ROXY10,Gene,AT5G18600,ROXY10,0.857676152999586,8.695661828946519e-55,1.24055399830718e-53,14.0,True,upregulated,#0279EE,21,,,,,,,,,
AT1G01390,AT1G01390,AT1G01390,Gene,AT1G01390,,0.270461937268797,8.1902775432166e-17,4.58261745116952e-16,15.0,False,upregulated,#0279EE,19,,,,,,,,,
AT3G27260,AT3G27260,GTE8,Gene,AT3G27260,GTE8,0.0133581588589365,1.49345382044641e-82,3.56868078890373e-81,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT1G63840,AT1G63840,AT1G63840,Gene,AT1G63840,,-0.178807369324399,1.1073917331195501e-65,1.96226488018565e-64,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G50590,AT3G50590,TWD40-1,Gene,AT3G50590,TWD40-1,-0.0538931912440413,2.27010300859281e-12,1.07255909193423e-11,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G76650,AT1G76650,CML38,Gene,AT1G76650,CML38,-0.168112806141802,6.59894441332989e-05,0.0002085694013739,17.0,False,downregulated,#0279EE,35,,,,,,,,,
AT5G46620,AT5G46620,AT5G46620,Gene,AT5G46620,,0.0505896864408773,7.47426021248333e-08,2.85719657721218e-07,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G20380,AT4G20380,LSD1,Gene,AT4G20380,LSD1,-0.0124883115719296,7.77152246320847e-16,4.203311664891441e-15,18.0,False,downregulated,#0279EE,35,,,,,,,,,
20441,20441,20441,Gene,20441,,-0.517022251511579,0.0016165467354741,0.0044794656763398,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT3G03850,AT3G03850,SAUR26,Gene,AT3G03850,SAUR26,0.497018478355814,5.52282256695048e-34,5.0669968896464e-33,16.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G31860,AT4G31860,AT4G31860,Gene,AT4G31860,,-0.0679760239239548,1.18500827505426e-30,1.00119020810013e-29,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G79000,AT1G79000,PCAT2,Gene,AT1G79000,PCAT2,0.0269883554292046,1.68233277037383e-14,8.65041335828529e-14,18.0,False,upregulated,#0279EE,41,,,,,,,,,
AT1G36730,AT1G36730,CPuORF19,Gene,AT1G36730,CPuORF19,0.0917459565662018,6.73346137875078e-35,6.30476960163349e-34,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT2G26060,AT2G26060,emb1345,Gene,AT2G26060,emb1345,0.0674462153399935,2.2479660343258403e-19,1.3676202689901e-18,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G21305,AT3G21305,AT3G21305,Gene,AT3G21305,,0.168278533519162,1.83850305302278e-08,7.26512463491209e-08,7.0,False,upregulated,#0279EE,15,,,,,,,,,
AT3G59680,AT3G59680,AT3G59680,Gene,AT3G59680,,0.0350801142375248,1.9798876975169e-08,7.81193183737452e-08,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G54990,AT1G54990,RGR1,Gene,AT1G54990,RGR1,0.0630187159857948,3.3208170141775604e-20,2.0763007330783e-19,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT5G13470,AT5G13470,AT5G13470,Gene,AT5G13470,,0.109283300490603,9.55885793590333e-05,0.0002981456044058,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G22140,AT4G22140,EBS,Gene,AT4G22140,EBS,0.0202747376970237,0.0102723545123428,0.0253528684932761,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT2G36050,AT2G36050,OFP15,Gene,AT2G36050,OFP15,0.0762443892159243,2.02855377958094e-17,1.15798470868929e-16,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT1G01695,AT1G01695,TRM33,Gene,AT1G01695,TRM33,-0.0501226860321134,2.48704869493151e-07,9.21015442851519e-07,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G65900,AT1G65900,AT1G65900,Gene,AT1G65900,,0.135477121790441,1.26562971070469e-31,1.0926055824232198e-30,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G55900,AT1G55900,TIM50,Gene,AT1G55900,TIM50,0.119292716413661,6.557325549022069e-11,2.91180487097702e-10,18.0,True,upregulated,#0279EE,29,,,,,,,,,
AT3G50620,AT3G50620,AT3G50620,Gene,AT3G50620,,0.0332267305340391,2.06538992890013e-18,1.21730414149268e-17,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G18390,AT3G18390,EMB1865,Gene,AT3G18390,EMB1865,0.177038616865193,7.66301679188404e-128,3.88776377825585e-126,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT3G16180,AT3G16180,NRT1.12,Gene,AT3G16180,NRT1.12,0.396605541053379,1.59160538295234e-168,1.49108142564277e-166,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G39100,AT4G39100,SHL,Gene,AT4G39100,SHL,-0.0545272710626635,0.0001707383834736,0.0005203154741745,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT2G46735,AT2G46735,AT2G46735,Gene,AT2G46735,,-0.140386015642924,5.94144007996099e-43,6.67460349762025e-42,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT4G39110,AT4G39110,PIR1,Gene,AT4G39110,PIR1,-0.0099199349912925,0.0180644167888248,0.0425352189346155,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT1G75770,AT1G75770,AT1G75770,Gene,AT1G75770,,0.135762134349299,6.406666817113781e-35,6.00202914214842e-34,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G05727,AT3G05727,DEG28,Gene,AT3G05727,DEG28,2.11172394416251,1.0875944149699e-42,1.21574925115987e-41,13.0,True,upregulated,#0279EE,23,,,,,,,,,
AT2G31190,AT2G31190,WXR1,Gene,AT2G31190,WXR1,0.0678845820088949,0.010308200284831,0.0254352906238953,18.0,True,upregulated,#0279EE,25,,,,,,,,,
AT5G02680,AT5G02680,AT5G02680,Gene,AT5G02680,,-0.0587623999929266,0.006379991815737,0.0162732433275295,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT4G09500,AT4G09500,UGT79B7,Gene,AT4G09500,UGT79B7,-0.105460500260054,2.60978031918983e-12,1.2292422937314799e-11,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT2G29420,AT2G29420,GSTU7,Gene,AT2G29420,GSTU7,0.0537573345055351,3.1429562757250394e-92,8.96770608391454e-91,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G07902,AT1G07902,AT1G07902,Gene,AT1G07902,,-0.010000914691544,1.81972533041902e-09,7.53996202890608e-09,18.0,False,downregulated,#0279EE,15,,,,,,,,,
AT2G32740,AT2G32740,GT13,Gene,AT2G32740,GT13,-0.16212762510257,0.0058763922462027,0.015070196361803,17.0,False,downregulated,#0279EE,19,,,,,,,,,
AT3G56990,AT3G56990,EDA7,Gene,AT3G56990,EDA7,0.142991904151832,2.29404287760812e-08,9.01856683765634e-08,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G80890,AT1G80890,OEP9.2,Gene,AT1G80890,OEP9.2,0.0455783908709022,1.51634694263354e-11,6.93330302789389e-11,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT4G32210,AT4G32210,SDH3-2,Gene,AT4G32210,SDH3-2,0.0406455927920191,8.78713872849508e-06,2.95510456261014e-05,18.0,False,upregulated,#0279EE,35,,,,,,,,,
AT5G01280,AT5G01280,BPP3,Gene,AT5G01280,BPP3,-0.17736661014699,6.093888746029e-06,2.07097249743093e-05,16.0,True,downregulated,#0279EE,27,,,,,,,,,
AT5G42440,AT5G42440,AT5G42440,Gene,AT5G42440,,-0.226388399983567,1.80652989782037e-119,7.98643170585819e-118,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT4G31420,AT4G31420,REIL1,Gene,AT4G31420,REIL1,0.0480580367969259,1.1282522234304401e-44,1.30971636430918e-43,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT1G71691,AT1G71691,AT1G71691,Gene,AT1G71691,,0.743544583891827,1.04985504203757e-10,4.6106385629372006e-10,16.0,False,upregulated,#0279EE,19,,,,,,,,,
AT1G02630,AT1G02630,AT1G02630,Gene,AT1G02630,,1.3544310201814,1.1961349478099e-06,4.25968161975308e-06,15.0,True,upregulated,#0279EE,21,,,,,,,,,
AT5G18090,AT5G18090,AT5G18090,Gene,AT5G18090,,0.451816406221536,3.61029830769326e-06,1.24445834141986e-05,17.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G38820,AT2G38820,AT2G38820,Gene,AT2G38820,,0.0626069759564895,1.83945816781506e-127,9.268904695899939e-126,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT5G47710,AT5G47710,AT5G47710,Gene,AT5G47710,,-0.140099213269561,0.0003662248396162,0.0010837858023106,18.0,True,downregulated,#0279EE,29,,,,,,,,,
AT2G22360,AT2G22360,DJA6,Gene,AT2G22360,DJA6,0.125949363566613,1.24972195908591e-13,6.2128179500496e-13,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT1G68320,AT1G68320,MYB62,Gene,AT1G68320,MYB62,1.15560234879709,0.0092169120207181,0.0229454600339261,15.0,False,upregulated,#0279EE,29,,,,,,,,,
AT5G48880,AT5G48880,PKT2,Gene,AT5G48880,PKT2,-0.346971596057286,1.4713479224209e-39,1.53034926896928e-38,18.0,False,downregulated,#0279EE,39,,,,,,,,,
AT4G16850,AT4G16850,KSK,Gene,AT4G16850,KSK,-0.0510773902939669,8.22056861951775e-05,0.000257860348073,18.0,False,downregulated,#0279EE,21,,,,,,,,,
14906,14906,14906,Gene,14906,,-0.0253862794226166,0.0075723648994458,0.0191042830374363,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT2G32240,AT2G32240,PICC,Gene,AT2G32240,PICC,0.078735066335922,2.2713161616991998e-13,1.11706225820478e-12,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G17510,AT3G17510,SnRK3.16,Gene,AT3G17510,SnRK3.16,-0.15669865751374,4.80136481426623e-163,4.11893611942531e-161,18.0,False,downregulated,#0279EE,25,,,,,,,,,
ERCC-00046,ERCC-00046,ERCC-00046,Gene,ERCC-00046,,-0.468165703050247,1.51636100243087e-06,5.3636374556781e-06,3.0,True,downregulated,#0279EE,17,,,,,,,,,
AT5G47635,AT5G47635,AT5G47635,Gene,AT5G47635,,-0.0437932676923454,5.6186757821023e-06,1.91436284229562e-05,18.0,False,downregulated,#0279EE,17,,,,,,,,,
10489,10489,10489,Gene,10489,,0.0355422398033011,0.001086242293444,0.0030661370137619,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G42810,AT5G42810,IPK1,Gene,AT5G42810,IPK1,-0.0859535522650958,3.86984783427502e-08,1.50246089502325e-07,18.0,False,downregulated,#0279EE,41,,,,,,,,,
AT1G68820,AT1G68820,PPRT1,Gene,AT1G68820,PPRT1,-0.142098819950176,4.26995594427457e-83,1.0317271110977399e-81,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT5G44670,AT5G44670,GALS2,Gene,AT5G44670,GALS2,0.0970507355941226,1.7897922555177402e-76,3.84327711434117e-75,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT2G40670,AT2G40670,RR16,Gene,AT2G40670,RR16,0.658178388691965,1.59250565958387e-51,2.12638631947678e-50,17.0,False,upregulated,#0279EE,27,,,,,,,,,
AT5G36930,AT5G36930,AT5G36930,Gene,AT5G36930,,0.335886742985041,6.05350145710375e-29,4.88696187782146e-28,15.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G03440,AT5G03440,AT5G03440,Gene,AT5G03440,,0.0020268297745674,0.0007649640603562,0.0021935027456657,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT1G18290,AT1G18290,AT1G18290,Gene,AT1G18290,,0.0830164335228988,1.69269131531158e-36,1.6485714384685e-35,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G06100,AT5G06100,MYB33,Gene,AT5G06100,MYB33,0.0435666157685638,2.67309807459298e-13,1.31031793699896e-12,18.0,False,upregulated,#0279EE,41,,,,,,,,,
AT3G53100,AT3G53100,AT3G53100,Gene,AT3G53100,,0.112974921144186,6.80877905655688e-125,3.28727852850566e-123,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT1G55205,AT1G55205,AT1G55205,Gene,AT1G55205,,0.0713919253058626,1.75681473386033e-07,6.56777652539687e-07,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G75830,AT1G75830,PR12,Gene,AT1G75830,PR12,1.40724156067822,1.9398831782345297e-11,8.831743581890369e-11,15.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G04870,AT4G04870,CLS,Gene,AT4G04870,CLS,-0.0548158811729914,6.06001258016113e-05,0.000192050261295,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT3G06810,AT3G06810,IBR3,Gene,AT3G06810,IBR3,0.050286533943236,3.0733316821985e-57,4.600778414703909e-56,18.0,False,upregulated,#0279EE,31,,,,,,,,,
AT1G04583,AT1G04583,AT1G04583,Gene,AT1G04583,,-0.500256074251983,6.0003029567024e-11,2.66833796380611e-10,8.0,False,downregulated,#0279EE,15,,,,,,,,,
AT2G44440,AT2G44440,EML4,Gene,AT2G44440,EML4,0.0813305455531054,0.0012602104160194,0.0035316512312001,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G02610,AT2G02610,AT2G02610,Gene,AT2G02610,,-0.124169174592292,1.19988520922862e-12,5.7322572021515695e-12,17.0,False,downregulated,#0279EE,19,,,,,,,,,
AT4G15530,AT4G15530,PPDK,Gene,AT4G15530,PPDK,0.121214130150356,1.22675353891175e-183,1.4275725431179002e-181,18.0,False,upregulated,#0279EE,35,,,,,,,,,
3351,3351,3351,Gene,3351,,0.068658999160645,0.0043883203652016,0.0114756998677044,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G57880,AT5G57880,PRD2,Gene,AT5G57880,PRD2,0.0685614800199479,0.0024099988127932,0.0065323453302059,18.0,False,upregulated,#0279EE,29,,,,,,,,,
20391,20391,20391,Gene,20391,,-0.0229199119125493,0.0021275825824152,0.005805355323586,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT1G19150,AT1G19150,Lhca6,Gene,AT1G19150,Lhca6,-0.110119077681099,1.32720516597274e-57,2.00183886425897e-56,16.0,False,downregulated,#0279EE,27,,,,,,,,,
16443,16443,16443,Gene,16443,,-0.181772383445217,0.0087796796038602,0.0219327180939523,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT4G31800,AT4G31800,WRKY18,Gene,AT4G31800,WRKY18,0.373660412079829,1.76432025261892e-38,1.79654670259318e-37,18.0,False,upregulated,#0279EE,31,,,,,,,,,
AT2G17930,AT2G17930,TRA1a,Gene,AT2G17930,TRA1a,0.0751521488604976,1.49652084315594e-10,6.529163439865211e-10,18.0,False,upregulated,#0279EE,31,,,,,,,,,
AT5G59700,AT5G59700,ANJ,Gene,AT5G59700,ANJ,-0.224636423531305,1.83612969023915e-59,2.87298664615924e-58,18.0,True,downregulated,#0279EE,27,,,,,,,,,
AT2G40080,AT2G40080,ELF4,Gene,AT2G40080,ELF4,-0.0656283244058667,1.4772809337408698e-36,1.4401269297912202e-35,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT1G76700,AT1G76700,AT1G76700,Gene,AT1G76700,,0.0409850074507886,3.77554946563898e-12,1.7672690549795198e-11,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G06380,AT3G06380,TLP9,Gene,AT3G06380,TLP9,-0.0052903723466995,5.982386490379361e-88,1.57370421306224e-86,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT2G17265,AT2G17265,HSK,Gene,AT2G17265,HSK,-0.078751745322524,0.0002701088174175,0.0008097803681137,18.0,False,downregulated,#0279EE,39,,,,,,,,,
AT5G64810,AT5G64810,WRKY51,Gene,AT5G64810,WRKY51,0.0475828875050567,5.3112503774429e-36,5.10102157364293e-35,17.0,False,upregulated,#0279EE,25,,,,,,,,,
AT1G76730,AT1G76730,COG0212,Gene,AT1G76730,COG0212,0.0089896291929731,6.85013535505262e-29,5.51635182408977e-28,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT4G37680,AT4G37680,HHP4,Gene,AT4G37680,HHP4,-0.0670147102106245,1.67904474819192e-08,6.65171372230433e-08,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT1G10920,AT1G10920,LOV1,Gene,AT1G10920,LOV1,0.007889261517417,4.9163843030788996e-30,4.0957505893113597e-29,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G55530,AT1G55530,BTL06,Gene,AT1G55530,BTL06,0.1958877952343,2.60995312557352e-118,1.1326018158059499e-116,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G49620,AT3G49620,DIN11,Gene,AT3G49620,DIN11,0.684153545867999,1.17564394792114e-07,4.43857543762676e-07,18.0,True,upregulated,#0279EE,21,,,,,,,,,
AT3G55030,AT3G55030,PGPS2,Gene,AT3G55030,PGPS2,0.129252150647702,3.95725992309028e-06,1.36134252845701e-05,18.0,True,upregulated,#0279EE,27,,,,,,,,,
AT5G23200,AT5G23200,AT5G23200,Gene,AT5G23200,,0.0787259884422987,5.42563339312334e-13,2.6292791665405598e-12,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G02680,AT2G02680,AT2G02680,Gene,AT2G02680,,0.215581204883637,2.14623727477936e-06,7.51378487678404e-06,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G47510,AT1G47510,AT5PTASE11,Gene,AT1G47510,AT5PTASE11,0.32012757030313,7.04676196673236e-17,3.95259907959987e-16,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT4G07410,AT4G07410,PCN,Gene,AT4G07410,PCN,0.0633872068611531,5.24836488852807e-05,0.0001669600895369,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT1G52360,AT1G52360,b?1-COP,Gene,AT1G52360,b?1-COP,0.0460937602971627,1.52360706855641e-05,5.04637718348094e-05,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT3G25920,AT3G25920,uL15c,Gene,AT3G25920,uL15c,0.161126216139491,2.77518878341041e-207,4.58710423719057e-205,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT5G22480,AT5G22480,AT5G22480,Gene,AT5G22480,,0.0348079007951868,3.79870115901916e-31,3.24430457222731e-30,18.0,False,upregulated,#0279EE,21,,,,,,,,,
